WaterProviderName,FIPS_ID,FIPS_ID_Flag,GNIS_ID,GNIS_ID_Flag,DOLA_LG_ID,DOLA_LG_ID_Flag,BNDSS_ID,BNDSS_ID_Flag,PWS_ID,PWS_ID_Flag,BusinessEntity_ID,BusinessEntity_ID_Flag,OWF_ID,OWF_ID_Flag,LocalGovtType,EntityStartYear,EntityStartYear_Flag,EntityEndYear,EntityEndYear_Flag,County_CSV,NumCounty,IBCC_Basin,Latitude,Longitude,Lat_Long_Flag,Website,Website_Flag,WaterEfficiencyPlan_URL,WaterForecast_URL,Comment
Bancroft-Clover Water and Sanitation District,,N,,N,30004,G,BancroftCloverWSD,G,CO0130133,G,,N,BancroftCloverWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.690418,-105.090753,G,www.bancroft-clover.com,G,None,,
Bear Creek Water and Sanitation District,,N,,N,30005,G,BearCreekWSD,G,CO0130138,G,,N,BearCreekWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.663768,-105.105753,G,http://www.bearcreekwater.org/,G,None,,
Bell Mountain Ranch Water District,,N,,N,18064,G,BellMtnRanchWD,G,CO0118002,G,,N,BellMtnRanchWD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.303425,-104.864285,G,http://www.bmrmetro.org/bmrmd/index.htm,G,,,Former name was Bell Mountain Ranch Master Metropolitan District
Berkeley Water and Sanitation District,,N,,N,64020,G,BerkeleyWSD,G,CO0116140,G,,N,BerkeleyWSD,G,Water and Sanitation District,,x,,x,"Adams, Jefferson",2,Metro,39.798418,-105.030672,G,www.berkeleywatersanitation.com,G,,,Not in the Covered Entities database
Beverly Hills Mutual Water Company,,N,,N,,N,,M,CO0118001,G,1.99E+10,G,BeverlyHlsMWC,C,Company,,x,,x,Douglas,1,Metro,39.575278,-105.003755,g1,,M,,,Not in the original BNDSS list
Blue Mountain Water District,,N,,N,30010,G,BlueMtnWD,G,CO0130005,G,,N,BlueMtnWD,G,Water District,,x,,x,Jefferson,1,Metro,39.861952,-105.277168,G,,M,,,Not in the Covered Entities database
Bonvue Water and Sanitation District,,N,,N,30011,G,BonvueWSD,G,CO0130152,G,,N,BonvueWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.716255,-105.102582,G,,M,,,Not in the Covered Entities database
Bow Mar Water and Sanitation District,,N,,N,64027,G,BowMarWSD,G,CO0103153,G,,N,BowMarWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Jefferson",2,Metro,39.627801,-105.051112,G,http://www.bowmarwater.org/,G,None,,
"Brighton, City of",8675,G,2409911,G,64029,G,Brighton,G,CO0101025,G,,N,Brighton,G,Municipality,,x,,x,"Adams, Weld",2,Metro,39.971612,-104.796089,G,http://www.brightonco.gov/,G,http://www.brightonco.gov/DocumentCenter/View/10033,,
Brook Forest Water District,,N,,N,30012,G,BrookForestWD,G,CO0130010,G,,N,BrookForestWD,G,Water District,,x,,x,Jefferson,1,Metro,39.578496,-105.382042,G,www.brookforestwater.org,G,None,,Not in the Covered Entities database
Castle Pines Metropolitan District,,N,,N,18001,G,CastlePinesMD,G,CO0118005,G,,N,CastlePinesMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.441474,-104.898042,G,www.castlepinesmetro.com,G,,,
Castle Pines North Metropolitan District,,N,,N,18044,G,CastlePinesNMD,G,CO0118006,G,,N,CastlePinesNMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.473849,-104.8985,G,http://cpnmd.org/,G,,,
"Castle Rock, Town of",12415,G,2413179,G,18003,G,CastleRock,G,CO0118010,G,,N,CastleRock,G,Municipality,,x,,x,Douglas,1,Metro,39.376152,-104.853344,G,http://crgov.com/,G,http://crgov.com/DocumentCenter/View/592,,
Castleton Center Water and Sanitation District,,N,,N,18004,G,CastletonCntrWSD,G,,M,,N,CastletonCntrWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.408379,-104.870994,G,,M,None,,
Castlewood Water and Sanitation District,,N,,N,65156,G,CastlewoodWSD,G,CO0103166,G,,N,CastlewoodWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.605655,-104.877791,G,,M,None,,
Centennial Water and Sanitation District,,N,,N,18025,G,CentennialWSD,G,CO0118015,G,,N,CentennialWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.5574,-105.024754,G,www.centennialwater.org,G,http://centennialwater.org/wp-content/uploads/2016/11/2016-Water-Efficiency-Plan_Final.pdf,,
Charlou Park Water District,,N,,N,3083,G,CharlouWD,G,CO0103020,G,,N,CharlouWD,G,Water District,,x,,x,Arapahoe,1,Metro,39.634071,-104.920326,G,,M,None,,Not in the Covered Entities database
Chatfield South Water District,,N,,N,18108,G,,M,CO0118175,G,,N,ChatfieldSouthWD,C,Water District,,x,,x,Douglas,1,Metro,39.516212,-105.055301,G,https://www.colorado.gov/pacific/cswd/about-us-0,G,None,,Not in the original BNDSS list
Cherry Creek Valley Water and Sanitation District,,N,,N,3105,G,CherryCreekVlyWSD,G,CO0116175,G,,N,CherryCreekVlyWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.680373,-104.887358,G,www.ccvwater.org,G,,,
Cherry Creek Village Water District,,N,,N,3014,G,CherryCreekVlgWD,G,CO0103176,G,,N,CherryCreekVlgWD,G,Water District,,x,,x,Arapahoe,1,Metro,39.630543,-104.880157,G,https://www.colorado.gov/cherrycreekvillagewaterdistrict,G,None,,
Cherry Hills Farm Metropolitan District,,N,,N,,z,CherryHillsFarmWS,G,CO0116177,G,,N,CherryHillsFarmWS,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.641654,-104.959425,g1,,M,None,,Not in the Covered Entities database
Cherry Hills Heights Water and Sanitation District,,N,,N,3018,G,CherryHlsHtsWSD,G,CO0103178,G,,N,CherryHlsHtsWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.655029,-104.956895,G,,M,None,,Not in the Covered Entities database
Cherry Hills North Metropolitan District,,N,,N,3019,G,CherryHlsNMD,G,CO0116179,G,,N,CherryHlsNMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.644041,-104.927229,G,http://chnorthmetro.us/,G,None,,Not in the Covered Entities database; former name was Cherry Hills North Water and Sanitation District
"Cherry Hills Village, City of",13845,G,2409443,G,3023,G,CherryHlsVlg,G,,M,,N,CherryHlsVlg,G,Municipality,,x,,x,Arapahoe,1,Metro,39.637547,-104.948028,G,https://www.cherryhillsvillage.com/,G,,,
Cherrymoor Water,,N,,N,,z,CherrymoorWS,G,CO0116181,G,,N,CherrymoorWS,G,Water District,,x,,x,Denver,1,Metro,39.625995,-104.971847,g1,,M,None,,Not in the Covered Entities database
"Columbine Valley, Town of",16385,G,2413232,G,3029,G,,M,,M,,N,ColumbineVly,C,Municipality,,x,,x,Arapahoe,1,Metro,39.599294,-105.035295,G,http://www.columbinevalley.org/,G,,,Not in the original BNDSS list
Columbine Water and Sanitation District,,N,,N,3030,G,ColumbineWSD,G,CO0103185,G,,N,ColumbineWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.602824,-105.038575,G,https://www.colorado.gov/columbinewsd,G,None,,Not in the Covered Entities database
"Commerce City, City of",16495,G,2410212,G,1005,G,,M,,M,,N,CommerceCity,C,Municipality,,x,,x,Adams,1,Metro,39.863975,-104.843441,G,http://www.c3gov.com/,G,None,,Not in the original BNDSS list
Consolidated Mutual Water Company,,N,,N,,N,ConMutualWS,G,CO0130021,G,,N,ConMutualWS,G,Company,,x,,x,Jefferson,1,Metro,39.754825,-105.141023,g1,http://www.cmwc.net/,G,,,
Cottonwood Water and Sanitation District,,N,,N,18006,G,CottonwoodWSD,G,CO0118020,G,,N,CottonwoodWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.555636,-104.78881,G,www.cottonwoodwater.org,G,,,
Crestview Water and Sanitation District,,N,,N,1006,G,CrestviewWSD,G,CO0101040,G,,N,CrestviewWSD,G,Water and Sanitation District,,x,,x,Adams,1,Metro,39.822272,-105.020394,G,www.crestviewwater.com,G,,,
Denver Water,20000,G,2410324,G,16002,G,DenverWater,G,CO0116001,G,,N,DenverWater,G,Municipality,,x,,x,Denver,1,Metro,39.761976,-104.875766,G,https://www.denverwater.org/,G,https://www.denverwater.org/sites/default/files/water-efficiency-plan-draft.pdf,https://www.denverwater.org/your-water/water-supply-and-planning/supply-data-and-reports,
Devonshire Heights Water and Sanitation District,,N,,N,3035,G,DevonshireHtsWSD,G,CO0103205,G,,N,DevonshireHtsWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.648846,-104.947753,G,,M,None,,Not in the Covered Entities database
Dominion Water and Sanitation District,,N,,N,65359,G,,M,CO0118021,G,,N,DominionWSD,C,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.499737,-105.063471,G,,M,None,,Not in the original BNDSS list
Douglas County Government,,N,,N,,N,DouglasCo,G,,N,,N,DouglasCo,G,County government,,x,,x,Douglas,1,Metro,39.371997,-104.862504,g1,https://www.douglas.co.us/water/,G,,,Not in the Covered Entities database
Douglas County Water Resource Authority,,N,,N,66300,G,DCWRA,G,,N,,N,DCWRA,G,Water Authority,,x,,x,Douglas,1,Metro,39.371997,-104.862504,g1,,M,None,,Not in the Covered Entities database
"Dukes Mobile Home Park, LLC",,N,,N,,N,DukesMHP,G,,M,2.00E+10,D,DukesMHP,G,Company,,x,,x,Jefferson,1,Metro,39.795335,-105.061817,g1,,M,None,,Not in the Covered Entities database; dissolved in May 2013
East Cherry Creek Valley Water and Sanitation District,,N,,N,3038,G,ECherryCrkVlyWSD,G,CO0103035,G,,N,ECherryCrkVlyWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.619319,-104.752336,G,http://www.eccv.org/,G,http://www.eccv.org/sites/default/files/uploads/conservation/ConservationPlan.pdf,,
East Valley Metropolitan District,,N,,N,3039,G,EVlyMD,G,CO0103040,G,,N,EVlyMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.598435,-104.826633,G,www.eastvalleywater.20m.com,G,,,Former name was East Valley Water and Sanitation District
"Edgewater, City of",23135,G,2410399,G,30020,G,Edgewater,G,CO0130237,G,,N,Edgewater,G,Municipality,,x,,x,Jefferson,1,Metro,39.750853,-105.062633,G,http://www.edgewaterco.com/,G,,,
"Englewood, City of",24785,G,2410441,G,3041,G,Englewood,G,CO0103045,G,,N,Englewood,G,Municipality,,x,,x,Arapahoe,1,Metro,39.646791,-104.994293,G,http://www.englewoodco.gov/,G,http://cwcbweblink.state.co.us/WebLink/DocView.aspx?id=189983&page=3&dbid=0,,
Evergreen Metropolitan District,,N,,N,65166,G,EvergreenMD,G,CO0130030,G,,N,EvergreenMD,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.637966,-105.327573,G,www.evergreenmetrodistrict.com,G,,,
"Federal Heights, City of",26270,G,2410493,G,1009,G,FederalHts,G,CO0101055,G,,N,FederalHts,G,Municipality,,x,,x,Adams,1,Metro,39.865026,-105.015469,G,http://www.fedheights.org/,G,,,
Fehlmann,,N,,N,,N,FehlmannWS,G,,M,1.99E+10,G,FehlmannWS,G,Company,,x,,x,Jefferson,1,Metro,39.668252,-105.096661,g1,,M,None,,Not in the Covered Entities database
"Foxfield, Town of",28105,G,2412649,G,3134,G,Foxfield,G,,M,,N,Foxfield,G,Municipality,,x,,x,Arapahoe,1,Metro,39.588175,-104.785483,G,https://www.foxfieldcolorado.com/,G,,,
Franktown Business Area Metropolitan District,,N,,N,18120,G,FranktownMD,G,,M,,N,FranktownMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.386866,-104.751603,G,,M,None,,
Genesee Water and Sanitation District,,N,,N,30033,G,GeneseeWSD,G,CO0130035,G,,N,GeneseeWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.685662,-105.275446,G,www.geneseewater.com,G,,,
"Glendale, City of",30340,G,2410598,G,3043,G,Glendale,G,CO0103055,G,,N,Glendale,G,Municipality,,x,,x,Arapahoe,1,Metro,39.703597,-104.935205,G,http://www.glendale.co.us/,G,,,
"Golden, Public Works, City of",30835,G,2410611,G,30035,G,Golden,G,CO0130040,G,,N,Golden,G,Municipality,,x,,x,Jefferson,1,Metro,39.740617,-105.211681,G,http://www.cityofgolden.net/,G,,,
Grandview Estates Rural Water Conservation District,,N,,N,65674,G,GrandviewEstatesRuralWCD,G,,M,,N,GrandviewEstatesRuralWCD,G,Water Conservancy District,,x,,x,Douglas,1,Metro,39.543863,-104.821153,G,,M,None,,
Grant Water and Sanitation District,,N,,N,64062,G,GrantWSD,G,,M,,N,GrantWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.613231,-105.07626,G,https://www.grantwaterandsan.org/,G,,,Not in the Covered Entities database
Green Mountain Water and Sanitation District,,N,,N,30037,G,GreenMtnWSD,G,CO0130321,G,,N,GreenMtnWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.69483,-105.139932,G,www.greenmountainwater.org,G,,,
"Greenwood Village, City of",33035,G,2410661,G,3051,G,GreenwoodVlg,G,CO0073817,G,,N,GreenwoodVlg,G,Municipality,,x,,x,Arapahoe,1,Metro,39.615136,-104.913033,G,http://www.greenwoodvillage.com/,G,,,
Havana Water and Sanitation District,,N,,N,3052,G,HavanaWSD,G,CO0116333,G,,N,HavanaWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.607037,-104.858862,G,,M,None,,Not in the Covered Entities database
Heather Gardens Metropolitan District,,N,,N,3024,G,HthrGrdnsMD,G,,M,,N,HthrGrdnsMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.663513,-104.828299,G,,M,,,
Heritage Hills Metropolitan District,,N,,N,18105,G,,M,,M,,N,HeritageHlsMD,C,Metropolitan District,,x,,x,Douglas,1,Metro,39.544959,-104.879095,G,http://www.heritagehillsmetro.org,G,,,Not in the original BNDSS list
High View Water District,,N,,N,30038,G,HighViewWD,G,CO0130344,G,,N,HighViewWD,G,Water District,,x,,x,Jefferson,1,Metro,39.730001,-105.133207,G,https://www.colorado.gov/pacific/hvwddsd/high-view-water-district,G,,,Not in the Covered Entities database
Highlands Ranch Metropolitan District,,N,,N,65783,G,HighlandsRanchMD,G,,M,,N,HighlandsRanchMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.541875,-104.96969,G,www.highlandsranch.org,G,,,
Hi-Lin Water and Sanitation District,,N,,N,3054,G,HiLinWSD,G,CO0116343,G,,N,HiLinWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.672605,-104.927984,G,,M,,,Not in the Covered Entities database
Hillcrest Water and Sanitation District,,N,,N,3055,G,HillcrestWSD,G,CO0103345,G,,N,HillcrestWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.641657,-104.925929,G,,M,,,
Holly Hills Water and Sanitation District,,N,,N,64077,G,HollyHlsWSD,G,CO0116352,G,,N,HollyHlsWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Denver",2,Metro,39.664661,-104.918722,G,,M,,,Not in the Covered Entities database
Homestead Water Company,,N,,N,,N,HomesteadWC,G,CO0130050,G,2.01E+10,D,HomesteadWC,G,Company,,x,,x,Jefferson,1,Metro,39.590266,-105.311094,g1,https://www.hch2o.com/,G,,,Not in the Covered Entities database; dissolved in December 2014
Idledale Water and Sanitation District,,N,,N,30041,G,IdledaleWSD,G,CO0130055,G,,N,IdledaleWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.667636,-105.242304,G,,M,,,
Inverness Water and Sanitation District,,N,,N,64080,G,InvernessWSD,G,CO0203012,G,,N,InvernessWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Douglas",2,Metro,39.570995,-104.863495,G,www.invernesswater.org,G,,,
Ken-Caryl Ranch Water and Sanitation District,,N,,N,30049,G,KenCarylWS,G,CO0103075,G,,N,KenCarylWS,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.567732,-105.151425,G,www.ken-carylwater.org,G,,,
Lakehurst Water and Sanitation District,,N,,N,64082,G,LakehurstWSD,G,CO0130466,G,,N,LakehurstWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.638443,-105.112085,G,www.lakehurstwater.org,G,,,
"Lakeside, Town of",42495,G,2412865,G,30053,G,,M,,M,,N,Lakeside,C,Municipality,,x,,x,Jefferson,1,Metro,39.780209,-105.057946,G,,M,,,Not in the original BNDSS list
"Lakewood, City of",43000,G,2411614,G,30055,G,Lakewood,G,CO0130467,G,,N,Lakewood,G,Municipality,,x,,x,Jefferson,1,Metro,39.697801,-105.116772,G,http://www.ci.lakewood.co.us/,G,,,
"Lakewood/Fox Hollow Golf Course, City of",,N,,N,,N,LakeWdFoxHGC,G,,M,,N,LakeWdFoxHGC,G,,,x,,x,Jefferson,1,Metro,39.666093,-105.149047,g1,,M,,,
"Larkspur, Town of",43550,G,2412878,G,18021,G,,M,CO0118030,G,,N,Larkspur,C,Municipality,,x,,x,Douglas,1,Metro,39.231615,-104.892412,G,http://www.townoflarkspur.org/,G,,,Not in the original BNDSS list
"Littleton, City of",45255,G,2410845,G,64085,G,Littleton,G,CO0103476,G,,N,Littleton,G,Municipality,,x,,x,"Arapahoe, Douglas, Jefferson",3,Metro,39.591525,-105.018772,G,http://www.littletongov.org/,G,,,
Lochmoor Water and Sanitation District,,N,,N,64086,G,LochmoorWSD,G,CO0116485,G,,N,LochmoorWSD,G,Water and Sanitation District,,x,,x,"Denver, Jefferson",2,Metro,39.637521,-105.077583,G,,M,,,Not in the Covered Entities database
"Lone Tree, City of",45955,G,2410864,G,18104,G,,M,,M,,N,LoneTree,C,Municipality,,x,,x,Douglas,1,Metro,39.530806,-104.87098,G,http://www.cityoflonetree.com/,G,,,Not in the original BNDSS list
Lookout Mountain Water District,,N,,N,64261,G,LookoutMtnWD,G,CO0110026,G,,N,LookoutMtnWD,G,Water District,,x,,x,"Clear Creek, Jefferson",2,Metro,39.714082,-105.269599,G,www.lookoutmountainwaterdistrict.org,G,,,Not in the Covered Entities database
Loretto Heights,,N,,N,,N,LorettoWS,G,CO0103486,G,,N,LorettoWS,G,,,x,,x,Arapahoe,1,Metro,39.647765,-104.98776,g1,,M,,,Not in the Covered Entities database
Mansfield Heights Water and Sanitation District,,N,,N,3057,G,MansfieldHtsWSD,G,CO0103500,G,,N,MansfieldHtsWSD,G,Water and Sanitation District,,x,,x,Arapahoe,1,Metro,39.642294,-104.93529,G,,M,,,Not in the Covered Entities database
Meadowbrook Water District,,N,,N,30061,G,MeadowbrookWS,G,CO0130500,G,,N,MeadowbrookWS,G,Water District,,x,,x,Jefferson,1,Metro,39.565971,-105.089457,G,www.meadowbrookwaterdistrict.com,G,,,Not in the Covered Entities database
Meridian Metropolitan District,,N,,N,18022,G,MeridianMD,G,CO0218015,G,,N,MeridianMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.54726,-104.852203,G,www.meridianmetropolitandistricts.org/#,G,,,
"Morrison, Town of",52075,G,2413014,G,30065,G,Morrison,G,CO0130085,G,,N,Morrison,G,Municipality,,x,,x,Jefferson,1,Metro,39.642922,-105.193672,G,http://town.morrison.co.us/,G,,,
"Mountain View, Town of",52350,G,2413021,G,30067,G,MtnView,G,CO0130518,G,,N,MtnView,G,Municipality,,x,,x,San Miguel,1,Metro,39.774769,-105.056773,G,http://www.townofmountainviewcolorado.org/,G,,,
Mt Vernon Country Club Metropolitan District,,N,,N,30124,G,MtVernonCCWS,G,CO0130090,G,,N,MtVernonCCWS,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.72549,-105.289508,G,,M,,,Not in the Covered Entities database
North Lincoln Water and Sanitation District,,N,,N,1015,G,NLincolnWSD,G,CO0116552,G,,N,NLincolnWSD,G,Water and Sanitation District,,x,,x,Adams,1,Metro,39.794184,-104.999922,G,,M,,,Not in the Covered Entities database
North Pecos Water and Sanitation District,,N,,N,64100,G,NPecosWSD,G,CO0116553,G,,N,NPecosWSD,G,Water and Sanitation District,,x,,x,"Adams, Denver",2,Metro,39.808757,-104.996664,G,http://northpecoswater.org/,G,,,
North Table Mountain Water and Sanitation District,,N,,N,30070,G,,M,CO0130105,G,,N,NTableMtnWSD,C,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.793214,-105.183038,G,www.ntmwater.org,G,,,Not in the original BNDSS list
North Washington Street Water and Sanitation District,,N,,N,64102,G,NWashingtonStreetWSD,G,CO0101105,G,,N,NWashingtonStreetWSD,G,Water and Sanitation District,,x,,x,"Adams, Denver",2,Metro,39.826851,-104.967958,G,www.colorado.gov/nwswsd/,G,,,
Northern Douglas County Water and Sanitation District,,N,,N,18015,G,NDouglasCoWSD,G,CO0118016,G,,N,NDouglasCoWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.540997,-104.940859,G,http://www.ndcwater.org/,G,,,
Northgate Water District,,N,,N,1017,G,NorthgateWD,G,CO0101106,G,,N,NorthgateWD,G,Water District,,x,,x,Adams,1,Metro,39.823123,-105.022465,G,,M,,,
"Northglenn, City of",54330,G,2411280,G,64198,G,Northglenn,G,CO0101115,G,,N,Northglenn,G,Municipality,,x,,x,"Adams, Weld",2,Metro,39.91065,-104.978275,G,https://www.northglenn.org/,G,https://www.northglenn.org/files/2007WaterConservationPlan.pdf,,
Panorama Park Mutual Water Association,,N,,N,,N,PanoramaParkWS,G,CO0054916,G,1.99E+10,D,PanoramaParkWS,G,Company,,x,,x,Arapahoe,1,Metro,39.679899,-104.909743,g1,,M,,,Not in the Covered Entities database; dissolved in November 2001
Parker Water and Sanitation District,,N,,N,18027,G,ParkerWSD,G,CO0118040,G,,N,ParkerWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.498711,-104.80366,G,www.pwsd.org,G,,,
Perry Park Water and Sanitation District,,N,,N,18030,G,PerryParkWSD,G,CO0118045,G,,N,PerryParkWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.251676,-104.95328,G,www.ppwsd.org,G,,,
Pinery Water and Wastewater District,,N,,N,,z,,M,CO0118025,G,,N,PineryWD,C,Water District,,x,,x,Douglas,1,Metro,39.438395,-104.763004,g1,https://pinerywater.com/,G,,,Not in the original BNDSS list
Platte Canyon Water and Sanitation District,,N,,N,64110,G,PlatteCanyonWSD,G,CO0103614,G,,N,PlatteCanyonWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Jefferson",2,Metro,39.592025,-105.062283,G,www.plattecanyon.org,G,,,
Pleasant View Water and Sanitation District,,N,,N,30076,G,PleasantViewWSD,G,CO0054379,G,,N,PleasantViewWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.733176,-105.171514,G,,M,,,
Rangeview Metropolitan District,,N,,N,3110,G,RangeviewMD,G,CO0103666,G,,N,RangeviewMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.612849,-104.600741,G,http://rangeviewmetro.org/,G,,,Former name was Lowry Range Metropolitan District
Ravenna Metropolitan District,,N,,N,65239,G,,M,CO0118665,G,,N,RavennaMD,C,Metropolitan District,,x,,x,Douglas,1,Metro,39.476286,-105.097215,G,,M,,,Not in the original BNDSS list
Ridgewood Water District,,N,,N,60007,G,RidgewoodWD,G,CO0160400,G,,N,RidgewoodWD,G,Water District,,x,,x,Teller,1,Metro,39.110786,-105.072925,G,http://ridgewoodwater.org/,G,,,
Roxborough Water and Sanitation District,,N,,N,18031,G,RoxboroughWSD,G,CO0118055,G,,N,RoxboroughWSD,G,Water and Sanitation District,,x,,x,"Douglas, Jefferson",2,Metro,39.485191,-105.103884,G,http://www.roxwater.org,G,,,Former name was Roxborough Park Metropolitan District
Sand Creek Metropolitan District,,N,,N,64221,G,SandCreekMD,G,,M,,N,SandCreekMD,G,Metropolitan District,,x,,x,"Adams, Denver",2,Metro,39.76646,-104.791424,G,,M,,,Former name was Gateway Park Metropolitan District
Sedalia Water and Sanitation District,,N,,N,18038,G,SedaliaWSD,G,CO0118060,G,,N,SedaliaWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.455078,-104.976586,G,,M,,,
"Sheridan, City of",69645,G,2411885,G,3065,G,SheridanWS,G,CO0103709,G,,N,SheridanWS,G,Municipality,,x,,x,Arapahoe,1,Metro,39.646775,-105.018176,G,ci.sheridan.co.us,G,,,Not in the Covered Entities database
Sheridan Sanitation District,,N,,N,3063,G,SheridanSD1,G,,M,,N,SheridanSD1,G,Sanitation District,,x,,x,Arapahoe,1,Metro,39.64843,-105.024773,G,,M,,,
Sheridan Sanitation District 2,,N,,N,3064,G,,M,,M,,N,SheridanSD2,C,Sanitation District,,x,,x,"Arapahoe, Denver",2,Metro,39.596984,-104.860302,g1,,M,,,Not in the original BNDSS list
Sierra Vista Douglas Mutual Water Company,,N,,N,,N,SierraVistaDouglasMWC,G,,M,1.99E+10,G,SierraVistaDouglasMWC,G,Company,,x,,x,Douglas,1,Metro,39.552089,-104.764108,g1,,M,,,
Silver Heights Water and Sanitation District,,N,,N,18032,G,SilverHtsWSD,G,CO0118075,G,,N,SilverHtsWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.423172,-104.866633,G,https://www.silverheightsws.org,G,,,
South Adams County Water and Sanitation District,,N,,N,1021,G,SAdamsCoWSD,G,CO0101140,G,,N,SAdamsCoWSD,G,Water and Sanitation District,,x,,x,Adams,1,Metro,39.864505,-104.850265,G,www.sacwsd.org,G,http://www.sacwsd.org/DocumentCenter/Home/View/283,,
"South Sheridan Water, Sanitary Sewer and Storm Drainage District",,N,,N,30079,G,SSheridanMD,G,CO0130718,G,,N,SSheridanMD,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.691878,-105.059215,G,http://www.sswssd.com/,G,,,Not in the Covered Entities database
South University Place Water District,,N,,N,,z,SouthUniversityWS,G,CO0103719,G,,N,SouthUniversityWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.641654,-104.959425,g1,,M,,,Not in the Covered Entities database
Southeast Englewood Water District,,N,,N,3072,G,SoutheastEnglewoodWS,G,CO0103720,G,,N,SoutheastEnglewoodWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.590983,-104.961516,G,,M,,,
Southgate Water and Sanitation District,,N,,N,64130,G,SouthgateWD,G,CO0103721,G,,N,SouthgateWD,G,Water District,,x,,x,"Arapahoe, Denver, Douglas",3,Metro,39.577642,-104.901578,G,www.southgatedistricts.org,G,,,
Southwest Cherry Hills Water District,,N,,N,,z,SouthwestCherryHillsWS,G,CO0103722,G,,N,SouthwestCherryHillsWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.641654,-104.959425,g1,,M,,,Not in the Covered Entities database
Southwest Metropolitan Water and Sanitation District,,N,,N,64131,G,SouthwestMetro,G,CO0103723,G,,N,SouthwestMetro,G,Water and Sanitation District,,x,,x,"Arapahoe, Douglas, Jefferson",3,Metro,39.583433,-105.090755,G,www.swmetrowater.org,G,,,
Southwest Suburban Denver Water and Sanitation District,,N,,N,30081,G,SouthwestSuburbanWSD,G,CO0130724,G,,N,SouthwestSuburbanWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.616254,-105.109301,G,http://www.swsdwaterandsan.org/index.html,G,,,Not in the Covered Entities database
Stonegate Village Metropolitan District,,N,,N,18043,G,StonegateVlgMD,G,CO0118076,G,,N,StonegateVlgMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.53044,-104.802179,G,https://www.svmd.org/,G,,,Not in the Covered Entities database
Teller County Water and Sanitation District,,N,,N,60011,G,TellerCoWD,G,CO0160600,G,,N,TellerCoWD,G,Water and Sanitation District,,x,,x,Teller,1,Metro,39.012103,-105.056056,G,http://tellerwater1.com/,G,,,
